SampleID,Collectors,Collection Date,Country/Ocean,State/Province,Region,Sector,ExactSite,Lat,Lon,Elev,Depth,Elevation Precision,Depth Precision,GPS Source,Coordinate Accuracy,Event Time,Collection Date Accuracy,Habitat,SamplingProtocol,Collection Notes,Site Code,FieldID
KBIMP_002_E8,O. Colman,July 25 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036
KBIMP_002_E9,O. Colman,July 25 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036
KBIMP_002_E10,O. Colman,July 25 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036
KBIMP_002_E11,O. Colman,July 25 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036
KBIMP_002_E12,O. Colman,July 25 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036
KBIMP_002_F1,O. Colman,July 25 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036
KBIMP_002_F2,O. Colman,July 25 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036
KBIMP_002_F3,O. Colman,July 25 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036
KBIMP_002_F4,O. Colman,July 25 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036
KBIMP_002_F5,O. Colman,July 25 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036
KBIMP_002_F6,O. Colman,July 25 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036
KBIMP_002_F7,O. Colman,July 25 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036
KBIMP_002_F8,O. Colman,July 25 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036
KBIMP_002_F9,O. Colman,July 25 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036
KBIMP_002_F10,O. Colman,July 24 2024,Canada,Nunavut,Kitikmeot,,Freshwater river by picnic area ,69.132231,-104.988717,,,,,,,,,,Sweep net,,,CBAY0028
KBIMP_002_F11,O. Colman,July 24 2024,Canada,Nunavut,Kitikmeot,,Freshwater river by picnic area ,69.132231,-104.988717,,,,,,,,,,Sweep net,,,CBAY0028
KBIMP_002_F12,O. Colman,August 5 2024,Canada,Nunavut,Kitikmeot,,Past old town,69.11194444,-104.9858333,,,,,,,,,,Sweep net,,,CBAY0066
KBIMP_002_G1,O. Colman,August 5 2024,Canada,Nunavut,Kitikmeot,,Past old town,69.11194444,-104.9858333,,,,,,,,,,Sweep net,,,CBAY0066
KBIMP_002_G2,O. Colman,August 5 2024,Canada,Nunavut,Kitikmeot,,2nd Culvert Pelly Road,69.17888889,-104.8227778,,,,,,,,,,Sweep net,,,CBAY0066
KBIMP_002_G3,O. Colman,August 5 2024,Canada,Nunavut,Kitikmeot,,2nd Culvert Pelly Road,69.17888889,-104.8227778,,,,,,,,,,Sweep net,,,CBAY0066
KBIMP_002_G4,O. Colman,August 5 2024,Canada,Nunavut,Kitikmeot,,2nd Culvert Pelly Road,69.17888889,-104.8227778,,,,,,,,,,Sweep net,,,CBAY0072
KBIMP_002_G5,O. Colman,August 5 2024,Canada,Nunavut,Kitikmeot,,2nd Culvert Pelly Road,69.17888889,-104.8227778,,,,,,,,,,Sweep net,,,CBAY0072
KBIMP_002_G6,O. Colman,August 5 2024,Canada,Nunavut,Kitikmeot,,2nd Culvert Pelly Road,69.17888889,-104.8227778,,,,,,,,,,Sweep net,,,CBAY0072
KBIMP_002_G7,O. Colman,August 5 2024,Canada,Nunavut,Kitikmeot,,2nd Culvert Pelly Road,69.17888889,-104.8227778,,,,,,,,,,Sweep net,,,CBAY0072
KBIMP_002_G8,O. Colman,August 5 2024,Canada,Nunavut,Kitikmeot,,2nd Culvert Pelly Road,69.17888889,-104.8227778,,,,,,,,,,Sweep net,,,CBAY0072
KBIMP_002_G9,O. Colman,August 7 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd Freshwater Creek,69.121222,-105.0415298,,,,,,,,,,Sweep net,,,CBAY0065
KBIMP_002_G10,O. Colman,August 7 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd Freshwater Creek,69.121222,-105.0415298,,,,,,,,,,Sweep net,,,CBAY0065
KBIMP_002_G11,O. Colman,August 7 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd Freshwater Creek,69.121222,-105.0415298,,,,,,,,,,Sweep net,,,CBAY0065
KBIMP_002_G12,O. Colman,August 7 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd Freshwater Creek,69.121222,-105.0415298,,,,,,,,,,Sweep net,,,CBAY0065
KBIMP_002_H1,O. Colman,August 7 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd Freshwater Creek,69.121222,-105.0415298,,,,,,,,,,Sweep net,,,CBAY0065
KBIMP_002_H2,O. Colman,August 7 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd Freshwater Creek,69.121222,-105.0415298,,,,,,,,,,Sweep net,,,CBAY0065
KBIMP_002_H3,O. Colman,August 7 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd Freshwater Creek,69.121222,-105.0415298,,,,,,,,,,Sweep net,,,CBAY0065
KBIMP_002_H4,O. Colman,August 7 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd Freshwater Creek,69.121222,-105.0415298,,,,,,,,,,Sweep net,,,CBAY0065
KBIMP_002_H5,O. Colman,August 7 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd Freshwater Creek,69.121222,-105.0415298,,,,,,,,,,Sweep net,,,CBAY0065
KBIMP_002_H6,O. Colman,August 7 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd Freshwater Creek,69.121222,-105.0415298,,,,,,,,,,Sweep net,,,CBAY0065
KBIMP_002_H7,O. Colman,August 2 2024,Canada,Nunavut,Kitikmeot,,Freshwater river by picnic area resample ,69.132277,-104.98813,,,,,,,,,,Sweep net,,,CBAY0060
KBIMP_002_H8,O. Colman,August 2 2024,Canada,Nunavut,Kitikmeot,,Freshwater river by picnic area resample ,69.132277,-104.98813,,,,,,,,,,Sweep net,,,CBAY0060
KBIMP_002_H9,O. Colman,August 2 2024,Canada,Nunavut,Kitikmeot,,Freshwater river by picnic area resample ,69.132277,-104.98813,,,,,,,,,,Sweep net,,,CBAY0060
KBIMP_002_H10,O. Colman,August 2 2024,Canada,Nunavut,Kitikmeot,,Freshwater river by picnic area resample ,69.132277,-104.98813,,,,,,,,,,Sweep net,,,CBAY0060
KBIMP_002_H11,O. Colman,August 2 2024,Canada,Nunavut,Kitikmeot,,Freshwater river by picnic area resample ,69.132277,-104.98813,,,,,,,,,,Sweep net,,,CBAY0060
KBIMP_003_A1,O. Colman,August 2 2024,Canada,Nunavut,Kitikmeot,,Freshwater river by picnic area resample ,69.132277,-104.98813,,,,,,,,,,Sweep net,,,CBAY0060
KBIMP_003_A2,O. Colman,August 2 2024,Canada,Nunavut,Kitikmeot,,Freshwater river by picnic area resample ,69.132277,-104.98813,,,,,,,,,,Sweep net,,,CBAY0060
KBIMP_003_A3,O. Colman,August 2 2024,Canada,Nunavut,Kitikmeot,,Freshwater river by picnic area resample ,69.132277,-104.98813,,,,,,,,,,Sweep net,,,CBAY0060
KBIMP_003_A4,O. Colman,August 2 2024,Canada,Nunavut,Kitikmeot,,Freshwater river by picnic area resample ,69.132277,-104.98813,,,,,,,,,,Sweep net,,,CBAY0060
KBIMP_003_A5,O. Colman,August 2 2024,Canada,Nunavut,Kitikmeot,,Freshwater river by picnic area resample ,69.132277,-104.98813,,,,,,,,,,Sweep net,,,CBAY0060
KBIMP_003_A6,O. Colman,August 2 2024,Canada,Nunavut,Kitikmeot,,Freshwater river by picnic area resample ,69.132277,-104.98813,,,,,,,,,,Sweep net,,,CBAY0060
KBIMP_003_A7,O. Colman,August 2 2024,Canada,Nunavut,Kitikmeot,,Freshwater river by picnic area resample ,69.132277,-104.98813,,,,,,,,,,Sweep net,,,CBAY0060
KBIMP_003_A8,O. Colman,August 2 2024,Canada,Nunavut,Kitikmeot,,Freshwater river by picnic area resample ,69.132277,-104.98813,,,,,,,,,,Sweep net,,,CBAY0060
KBIMP_003_A9,O. Colman,August 7 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd,69.19088,-105.127378,,,,,,,,,,Sweep net,,,CBAY0070
KBIMP_003_A10,O. Colman,August 7 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd,69.19088,-105.127378,,,,,,,,,,Sweep net,,,CBAY0070
KBIMP_003_A11,O. Colman,August 7 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd,69.19088,-105.127378,,,,,,,,,,Sweep net,,,CBAY0070
KBIMP_003_A12,O. Colman,August 7 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132866,-105.46373,,,,,,,,,,Sweep net,,,CBAY0078
KBIMP_003_B1,O. Colman,August 7 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132866,-105.46373,,,,,,,,,,Sweep net,,,CBAY0078
KBIMP_003_B2,O. Colman,August 7 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132866,-105.46373,,,,,,,,,,Sweep net,,,CBAY0078
KBIMP_003_B3,O. Colman,August 7 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132866,-105.46373,,,,,,,,,,Sweep net,,,CBAY0078
KBIMP_003_B4,O. Colman,August 7 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132866,-105.46373,,,,,,,,,,Sweep net,,,CBAY0078
KBIMP_003_B5,O. Colman,August 7 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132866,-105.46373,,,,,,,,,,Sweep net,,,CBAY0078
KBIMP_003_B6,O. Colman,August 7 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132866,-105.46373,,,,,,,,,,Sweep net,,,CBAY0078
KBIMP_003_B7,O. Colman,August 7 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132866,-105.46373,,,,,,,,,,Sweep net,,,CBAY0078
KBIMP_003_B8,O. Colman,August 7 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132866,-105.46373,,,,,,,,,,Sweep net,,,CBAY0078
KBIMP_003_B9,O. Colman,August 7 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132866,-105.46373,,,,,,,,,,Sweep net,,,CBAY0078
KBIMP_003_B10,O. Colman,August 7 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132866,-105.46373,,,,,,,,,,Sweep net,,,CBAY0078
KBIMP_003_B11,O. Colman,August 7 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132866,-105.46373,,,,,,,,,,Sweep net,,,CBAY0078
KBIMP_003_B12,O. Colman,August 7 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132866,-105.46373,,,,,,,,,,Sweep net,,,CBAY0078
KBIMP_003_C1,O. Colman,August 5 2024,Canada,Nunavut,Kitikmeot,,Creek South of Pelly Road,69.12861111,-104.9897222,,,,,,,,,,Sweep net,,,CBAY0062
KBIMP_003_C2,O. Colman,August 5 2024,Canada,Nunavut,Kitikmeot,,Creek South of Pelly Road,69.12861111,-104.9897222,,,,,,,,,,Sweep net,,,CBAY0062
KBIMP_003_C3,O. Colman,August 5 2024,Canada,Nunavut,Kitikmeot,,Creek South of Pelly Road,69.12861111,-104.9897222,,,,,,,,,,Sweep net,,,CBAY0062
KBIMP_003_C4,O. Colman,August 5 2024,Canada,Nunavut,Kitikmeot,,Creek South of Pelly Road,69.12861111,-104.9897222,,,,,,,,,,Sweep net,,,CBAY0062
KBIMP_003_C5,O. Colman,August 5 2024,Canada,Nunavut,Kitikmeot,,Creek South of Pelly Road,69.12861111,-104.9897222,,,,,,,,,,Sweep net,,,CBAY0062
KBIMP_003_C6,O. Colman,August 3 2024,Canada,Nunavut,Kitikmeot,,Gravel pit,69.096233,-105.274631,,,,,,,,,,Sweep net,,,CBAY0067
KBIMP_003_C7,O. Colman,August 5 2024,Canada,Nunavut,Kitikmeot,,Between first lake and Grenier,69.20527778,-104.7755556,,,,,,,,,,Sweep net,,,CBAY0073
KBIMP_003_C8,O. Colman,August 5 2024,Canada,Nunavut,Kitikmeot,,Between first lake and Grenier,69.20527778,-104.7755556,,,,,,,,,,Sweep net,,,CBAY0073
KBIMP_003_C9,O. Colman,August 5 2024,Canada,Nunavut,Kitikmeot,,Between first lake and Grenier,69.20527778,-104.7755556,,,,,,,,,,Sweep net,,,CBAY0073
KBIMP_003_C10,O. Colman,August 5 2024,Canada,Nunavut,Kitikmeot,,Between first lake and Grenier,69.20527778,-104.7755556,,,,,,,,,,Sweep net,,,CBAY0073
KBIMP_003_C11,O. Colman,August 5 2024,Canada,Nunavut,Kitikmeot,,Between first lake and Grenier,69.20527778,-104.7755556,,,,,,,,,,Sweep net,,,CBAY0073
KBIMP_003_C12,O. Colman,August 5 2024,Canada,Nunavut,Kitikmeot,,Between first lake and Grenier,69.20527778,-104.7755556,,,,,,,,,,Sweep net,,,CBAY0073
KBIMP_003_D1,O. Colman,August 5 2024,Canada,Nunavut,Kitikmeot,,Between first lake and Grenier,69.20527778,-104.7755556,,,,,,,,,,Sweep net,,,CBAY0073
KBIMP_003_D2,O. Colman,August 5 2024,Canada,Nunavut,Kitikmeot,,Between first lake and Grenier,69.20527778,-104.7755556,,,,,,,,,,Sweep net,,,CBAY0073
KBIMP_003_D3,O. Colman,August 5 2024,Canada,Nunavut,Kitikmeot,,Between first lake and Grenier,69.20527778,-104.7755556,,,,,,,,,,Sweep net,,,CBAY0073
KBIMP_003_D4,O. Colman,August 5 2024,Canada,Nunavut,Kitikmeot,,Between first lake and Grenier,69.20527778,-104.7755556,,,,,,,,,,Sweep net,,,CBAY0073
KBIMP_003_D5,O. Colman,July 25 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036
KBIMP_003_D6,O. Colman,July 25 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036
KBIMP_003_D7,O. Colman,July 25 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036
KBIMP_003_D8,O. Colman,July 25 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036
KBIMP_003_D9,O. Colman,July 25 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036
KBIMP_003_D10,O. Colman,July 25 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036
KBIMP_003_D11,O. Colman,July 25 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036
KBIMP_003_D12,O. Colman,July 25 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036
KBIMP_003_E1,O. Colman,July 25 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036
KBIMP_003_E2,O. Colman,July 25 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036
KBIMP_003_E3,O. Colman,July 25 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036
KBIMP_003_E4,O. Colman,July 25 2024,Canada,Nunavut,Kitikmeot,,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036
KBIMP_003_E5,D. Nowosad,August 1 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd,69.19312,-105.127489,,,,,,,,,,Sweep net,,,CBAY0046
KBIMP_003_E6,D. Nowosad,August 1 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd,69.19312,-105.127489,,,,,,,,,,Sweep net,,,CBAY0046
KBIMP_003_E7,D. Nowosad,August 1 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd,69.19312,-105.127489,,,,,,,,,,Sweep net,,,CBAY0046
KBIMP_003_E8,D. Nowosad,August 1 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd,69.19312,-105.127489,,,,,,,,,,Sweep net,,,CBAY0046
KBIMP_003_E9,D. Nowosad,August 1 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd,69.19312,-105.127489,,,,,,,,,,Sweep net,,,CBAY0046
KBIMP_003_E10,D. Nowosad,August 1 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd,69.19312,-105.127489,,,,,,,,,,Sweep net,,,CBAY0046
KBIMP_003_E11,D. Nowosad,August 1 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd,69.19312,-105.127489,,,,,,,,,,Sweep net,,,CBAY0046
KBIMP_003_E12,D. Nowosad,August 1 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd,69.19312,-105.127489,,,,,,,,,,Sweep net,,,CBAY0046
KBIMP_003_F1,D. Nowosad,August 1 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd,69.19312,-105.127489,,,,,,,,,,Sweep net,,,CBAY0046
KBIMP_003_F2,D. Nowosad,August 1 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd,69.19312,-105.127489,,,,,,,,,,Sweep net,,,CBAY0046
KBIMP_003_F3,D. Nowosad,August 1 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd,69.147755,-105.192759,,,,,,,,,,Sweep net,,,CBAY0041
KBIMP_003_F4,O. Colman,August 1 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd,69.158205,-105.190377,,,,,,,,,,Sweep net,,,CBAY0050
KBIMP_003_F5,O. Colman,August 1 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd,69.158205,-105.190377,,,,,,,,,,Sweep net,,,CBAY0050
KBIMP_003_F6,O. Colman,August 1 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd,69.158205,-105.190377,,,,,,,,,,Sweep net,,,CBAY0050
KBIMP_003_F7,O. Colman,August 1 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd,69.158205,-105.190377,,,,,,,,,,Sweep net,,,CBAY0050
KBIMP_003_F8,O. Colman,August 1 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd,69.158205,-105.190377,,,,,,,,,,Sweep net,,,CBAY0050
KBIMP_003_F9,O. Colman,August 1 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd,69.158205,-105.190377,,,,,,,,,,Sweep net,,,CBAY0050
KBIMP_003_F10,O. Colman,August 1 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd,69.158205,-105.190377,,,,,,,,,,Sweep net,,,CBAY0050
KBIMP_003_F11,O. Colman,August 1 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd,69.158205,-105.190377,,,,,,,,,,Sweep net,,,CBAY0050
KBIMP_003_F12,O. Colman,August 1 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd,69.158205,-105.190377,,,,,,,,,,Sweep net,,,CBAY0050
KBIMP_003_G1,O. Colman,August 1 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd,69.158205,-105.190377,,,,,,,,,,Sweep net,,,CBAY0050
KBIMP_003_G2,O. Colman,August 1 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd,69.158205,-105.190377,,,,,,,,,,Sweep net,,,CBAY0050
KBIMP_003_G3,O. Colman,August 1 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd,69.158205,-105.190377,,,,,,,,,,Sweep net,,,CBAY0050
KBIMP_003_G4,O. Colman,July 31 2024,Canada,Nunavut,Kitikmeot,,1st creek ,69.133033,-105.462978,,,,,,,,,,Sweep net,,,CBAY0047
KBIMP_003_G5,O. Colman,August 3 2024,Canada,Nunavut,Kitikmeot,,West arm/gravel pit near sea,69.090294,-105.225557,,,,,,,,,,Sweep net,,,CBAY0069
KBIMP_003_G6,O. Colman,August 3 2024,Canada,Nunavut,Kitikmeot,,West arm/gravel pit near sea,69.090294,-105.225557,,,,,,,,,,Sweep net,,,CBAY0069
KBIMP_003_G7,D. Nowosad,August 5 2024,Canada,Nunavut,Kitikmeot,,Freshwater river Pelly Rd,69.14305556,-104.9475,,,,,,,,,,Sweep net,,,CBAY0071
KBIMP_003_G8,D. Nowosad,August 5 2024,Canada,Nunavut,Kitikmeot,,Freshwater river Pelly Rd,69.14305556,-104.9475,,,,,,,,,,Sweep net,,,CBAY0071
KBIMP_003_G9,D. Nowosad,August 5 2024,Canada,Nunavut,Kitikmeot,,Freshwater river Pelly Rd,69.14305556,-104.9475,,,,,,,,,,Sweep net,,,CBAY0071
KBIMP_003_G10,D. Nowosad,August 5 2024,Canada,Nunavut,Kitikmeot,,Freshwater river Pelly Rd,69.14305556,-104.9475,,,,,,,,,,Sweep net,,,CBAY0071
KBIMP_003_G11,D. Nowosad,August 5 2024,Canada,Nunavut,Kitikmeot,,Freshwater river Pelly Rd,69.14305556,-104.9475,,,,,,,,,,Sweep net,,,CBAY0071
KBIMP_003_G12,D. Nowosad,August 5 2024,Canada,Nunavut,Kitikmeot,,Freshwater river Pelly Rd,69.14305556,-104.9475,,,,,,,,,,Sweep net,,,CBAY0071
KBIMP_003_H1,D. Nowosad,August 5 2024,Canada,Nunavut,Kitikmeot,,Freshwater river Pelly Rd,69.14305556,-104.9475,,,,,,,,,,Sweep net,,,CBAY0071
KBIMP_003_H2,D. Nowosad,August 5 2024,Canada,Nunavut,Kitikmeot,,Freshwater river Pelly Rd,69.14305556,-104.9475,,,,,,,,,,Sweep net,,,CBAY0071
KBIMP_003_H3,D. Nowosad,August 5 2024,Canada,Nunavut,Kitikmeot,,Freshwater river Pelly Rd,69.14305556,-104.9475,,,,,,,,,,Sweep net,,,CBAY0071
KBIMP_003_H4,D. Nowosad,August 5 2024,Canada,Nunavut,Kitikmeot,,Freshwater river Pelly Rd,69.14305556,-104.9475,,,,,,,,,,Sweep net,,,CBAY0071
KBIMP_003_H5,O. Colman,August 1 2024,Canada,Nunavut,Kitikmeot,,DEW Line Rd,69.167666,-105.195481,,,,,,,,,,Sweep net,,,CBAY0044
KBIMP_003_H6,O. Colman/D.Nowosad,July 31 - August 7 2024,Canada,Nunavut,Kitikmeot,,1st creek/Long Pt creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0045
KBIMP_003_H7,O. Colman/D.Nowosad,July 31 - August 7 2024,Canada,Nunavut,Kitikmeot,,1st creek/Long Pt creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0045
KBIMP_003_H8,O. Colman/D.Nowosad,July 31 - August 7 2024,Canada,Nunavut,Kitikmeot,,1st creek/Long Pt creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0045
KBIMP_003_H9,O. Colman/D.Nowosad,July 31 - August 7 2024,Canada,Nunavut,Kitikmeot,,1st creek/Long Pt creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0045
KBIMP_003_H10,O. Colman/D.Nowosad,July 31 - August 7 2024,Canada,Nunavut,Kitikmeot,,1st creek/Long Pt creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0045
KBIMP_003_H11,O. Colman/D.Nowosad,July 31 - August 7 2024,Canada,Nunavut,Kitikmeot,,1st creek/Long Pt creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0045
KBIMP_004_A1,O. Colman/D.Nowosad,July 31 - August 7 2024,Canada,Nunavut,Kitikmeot,,1st creek/Long Pt creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0045
KBIMP_004_A2,O. Colman/D.Nowosad,July 31 - August 7 2024,Canada,Nunavut,Kitikmeot,,1st creek/Long Pt creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0045
KBIMP_004_A3,O. Colman/D.Nowosad,July 31 - August 7 2024,Canada,Nunavut,Kitikmeot,,1st creek/Long Pt creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0045
KBIMP_004_A4,O. Colman/D.Nowosad,July 31 - August 7 2024,Canada,Nunavut,Kitikmeot,,1st creek/Long Pt creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0045
KBIMP_004_A5,O. Colman/D.Nowosad,July 31 - August 7 2024,Canada,Nunavut,Kitikmeot,,1st creek/Long Pt creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0045
KBIMP_004_A6,O. Colman/D.Nowosad,July 31 - August 7 2024,Canada,Nunavut,Kitikmeot,,1st creek/Long Pt creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0045
KBIMP_004_A7,O. Colman/D.Nowosad,July 31 - August 7 2024,Canada,Nunavut,Kitikmeot,,1st creek/Long Pt creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0045
KBIMP_004_A8,O. Colman/D.Nowosad,July 31 - August 7 2024,Canada,Nunavut,Kitikmeot,,1st creek/Long Pt creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0045
KBIMP_004_A9,O. Colman/D.Nowosad,July 31 - August 7 2024,Canada,Nunavut,Kitikmeot,,1st creek/Long Pt creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0045
KBIMP_004_A10,O. Colman/D.Nowosad,July 31 - August 7 2024,Canada,Nunavut,Kitikmeot,,1st creek/Long Pt creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0045
KBIMP_004_A11,O. Colman/D.Nowosad,July 25 - July 31 2024,Canada,Nunavut,Kitikmeot,,Long Pt Creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0056
KBIMP_004_A12,O. Colman/D.Nowosad,July 25 - July 31 2024,Canada,Nunavut,Kitikmeot,,Long Pt Creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0056
KBIMP_004_B1,O. Colman/D.Nowosad,July 25 - July 31 2024,Canada,Nunavut,Kitikmeot,,Long Pt Creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0056
KBIMP_004_B2,O. Colman/D.Nowosad,July 25 - July 31 2024,Canada,Nunavut,Kitikmeot,,Long Pt Creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0056
KBIMP_004_B3,O. Colman/D.Nowosad,July 25 - July 31 2024,Canada,Nunavut,Kitikmeot,,Long Pt Creek,69.13281,-105.4632,,,,,,,,,,Malaise Trap,,,CBAY0056
