SampleID,Collectors,CollectionWeek,Country/Ocean,State/Province,Region,Sector,Site,Lat,Lon,Elev,Depth,Elevation Precision,Depth Precision,GPS Source,Coordinate Accuracy,Event Time,Collection Date Accuracy,Habitat,SamplingProtocol,Collection Notes,Site Code,FieldID,Collection Date
KBIMP_002_E6,O. Colman,1,Canada,Nunavut,Kitikmeot,CBAY,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036,July 25 2024
KBIMP_002_E7,O. Colman,1,Canada,Nunavut,Kitikmeot,CBAY,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036,July 25 2024
KBIMP_002_E8,O. Colman,1,Canada,Nunavut,Kitikmeot,CBAY,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036,July 25 2024
KBIMP_002_E9,O. Colman,1,Canada,Nunavut,Kitikmeot,CBAY,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036,July 25 2024
KBIMP_002_E10,O. Colman,1,Canada,Nunavut,Kitikmeot,CBAY,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036,July 25 2024
KBIMP_002_E11,O. Colman,1,Canada,Nunavut,Kitikmeot,CBAY,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036,July 25 2024
KBIMP_002_E12,O. Colman,1,Canada,Nunavut,Kitikmeot,CBAY,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036,July 25 2024
KBIMP_002_F1,O. Colman,1,Canada,Nunavut,Kitikmeot,CBAY,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036,July 25 2024
KBIMP_002_F2,O. Colman,1,Canada,Nunavut,Kitikmeot,CBAY,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036,July 25 2024
KBIMP_002_F3,O. Colman,1,Canada,Nunavut,Kitikmeot,CBAY,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036,July 25 2024
KBIMP_002_F4,O. Colman,1,Canada,Nunavut,Kitikmeot,CBAY,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036,July 25 2024
KBIMP_002_F5,O. Colman,1,Canada,Nunavut,Kitikmeot,CBAY,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036,July 25 2024
KBIMP_002_F6,O. Colman,1,Canada,Nunavut,Kitikmeot,CBAY,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036,July 25 2024
KBIMP_002_F7,O. Colman,1,Canada,Nunavut,Kitikmeot,CBAY,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036,July 25 2024
KBIMP_002_F8,O. Colman,1,Canada,Nunavut,Kitikmeot,CBAY,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036,July 25 2024
KBIMP_002_F9,O. Colman,1,Canada,Nunavut,Kitikmeot,CBAY,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036,July 25 2024
KBIMP_003_D5,O. Colman,1,Canada,Nunavut,Kitikmeot,CBAY,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036,July 25 2024
KBIMP_003_D6,O. Colman,1,Canada,Nunavut,Kitikmeot,CBAY,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036,July 25 2024
KBIMP_003_D7,O. Colman,1,Canada,Nunavut,Kitikmeot,CBAY,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036,July 25 2024
KBIMP_003_D8,O. Colman,1,Canada,Nunavut,Kitikmeot,CBAY,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036,July 25 2024
KBIMP_003_D9,O. Colman,1,Canada,Nunavut,Kitikmeot,CBAY,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036,July 25 2024
KBIMP_003_D10,O. Colman,1,Canada,Nunavut,Kitikmeot,CBAY,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036,July 25 2024
KBIMP_003_D11,O. Colman,1,Canada,Nunavut,Kitikmeot,CBAY,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036,July 25 2024
KBIMP_003_D12,O. Colman,1,Canada,Nunavut,Kitikmeot,CBAY,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036,July 25 2024
KBIMP_003_E1,O. Colman,1,Canada,Nunavut,Kitikmeot,CBAY,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036,July 25 2024
KBIMP_003_E2,O. Colman,1,Canada,Nunavut,Kitikmeot,CBAY,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036,July 25 2024
KBIMP_003_E3,O. Colman,1,Canada,Nunavut,Kitikmeot,CBAY,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036,July 25 2024
KBIMP_003_E4,O. Colman,1,Canada,Nunavut,Kitikmeot,CBAY,1st creek/the ravine,69.132925,-105.461572,,,,,,,,,,Sweep net,,,CBAY0036,July 25 2024
KBIMP_002_A1,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river  ,69.112595,-105.010236,,,,,,,,,,Dipnet,,,CBAY0026,July 28 2024
KBIMP_002_A2,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river  ,69.112595,-105.010236,,,,,,,,,,Dipnet,,,CBAY0026,July 28 2024
KBIMP_002_A3,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river  ,69.112595,-105.010236,,,,,,,,,,Dipnet,,,CBAY0026,July 28 2024
KBIMP_002_A4,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river  ,69.112595,-105.010236,,,,,,,,,,Dipnet,,,CBAY0026,July 28 2024
KBIMP_002_A5,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river  ,69.112595,-105.010236,,,,,,,,,,Dipnet,,,CBAY0026,July 28 2024
KBIMP_002_A6,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river  ,69.112595,-105.010236,,,,,,,,,,Dipnet,,,CBAY0026,July 28 2024
KBIMP_002_A7,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river  ,69.112595,-105.010236,,,,,,,,,,Dipnet,,,CBAY0026,July 28 2024
KBIMP_002_A8,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river  ,69.112595,-105.010236,,,,,,,,,,Dipnet,,,CBAY0026,July 28 2024
KBIMP_002_A9,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river  ,69.112595,-105.010236,,,,,,,,,,Dipnet,,,CBAY0026,July 28 2024
KBIMP_002_A10,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river  ,69.112595,-105.010236,,,,,,,,,,Dipnet,,,CBAY0026,July 28 2024
KBIMP_002_A11,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river  ,69.112595,-105.010236,,,,,,,,,,Dipnet,,,CBAY0026,July 28 2024
KBIMP_004_E12,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river ,69.130466,-104.996363,,,,,,,,,,Sweep net ,,,CBAY0039,July 28 2024
KBIMP_004_F1,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river ,69.130466,-104.996363,,,,,,,,,,Sweep net ,,,CBAY0039,July 28 2024
KBIMP_004_F2,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river ,69.130466,-104.996363,,,,,,,,,,Sweep net ,,,CBAY0039,July 28 2024
KBIMP_004_F3,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river ,69.130466,-104.996363,,,,,,,,,,Sweep net ,,,CBAY0039,July 28 2024
KBIMP_004_F4,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river ,69.130466,-104.996363,,,,,,,,,,Sweep net ,,,CBAY0039,July 28 2024
KBIMP_004_F5,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river ,69.130466,-104.996363,,,,,,,,,,Sweep net ,,,CBAY0039,July 28 2024
KBIMP_004_F6,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river ,69.130466,-104.996363,,,,,,,,,,Sweep net ,,,CBAY0039,July 28 2024
KBIMP_004_F7,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river ,69.130466,-104.996363,,,,,,,,,,Sweep net ,,,CBAY0039,July 28 2024
KBIMP_004_F8,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river ,69.130466,-104.996363,,,,,,,,,,Sweep net ,,,CBAY0039,July 28 2024
KBIMP_004_F9,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river ,69.130466,-104.996363,,,,,,,,,,Sweep net ,,,CBAY0039,July 28 2024
KBIMP_004_F10,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river ,69.130466,-104.996363,,,,,,,,,,Sweep net ,,,CBAY0039,July 28 2024
KBIMP_004_F11,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river ,69.130466,-104.996363,,,,,,,,,,Sweep net ,,,CBAY0039,July 28 2024
KBIMP_004_F12,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river ,69.130466,-104.996363,,,,,,,,,,Sweep net ,,,CBAY0039,July 28 2024
KBIMP_004_G1,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river ,69.130466,-104.996363,,,,,,,,,,Sweep net ,,,CBAY0039,July 28 2024
KBIMP_004_G2,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river ,69.130466,-104.996363,,,,,,,,,,Sweep net ,,,CBAY0039,July 28 2024
KBIMP-_005_C1,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Inland area,69.134216,-104.989923,,,,,,,,,,Sweep net,,,CBAY0033,July 28 2024
KBIMP-_005_C2,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Inland area,69.134216,-104.989923,,,,,,,,,,Sweep net,,,CBAY0033,July 28 2024
KBIMP-_005_C3,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Inland area,69.134216,-104.989923,,,,,,,,,,Sweep net,,,CBAY0033,July 28 2024
KBIMP-_005_C4,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Inland area,69.134216,-104.989923,,,,,,,,,,Sweep net,,,CBAY0033,July 28 2024
KBIMP-_005_C5,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Inland area,69.134216,-104.989923,,,,,,,,,,Sweep net,,,CBAY0033,July 28 2024
KBIMP-_005_C6,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Inland area,69.134216,-104.989923,,,,,,,,,,Sweep net,,,CBAY0033,July 28 2024
KBIMP-_005_C7,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Inland area,69.134216,-104.989923,,,,,,,,,,Sweep net,,,CBAY0033,July 28 2024
KBIMP-_005_C8,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Inland area,69.134216,-104.989923,,,,,,,,,,Sweep net,,,CBAY0033,July 28 2024
KBIMP-_005_C9,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Inland area,69.134216,-104.989923,,,,,,,,,,Sweep net,,,CBAY0033,July 28 2024
KBIMP-_005_C10,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Inland area,69.134216,-104.989923,,,,,,,,,,Sweep net,,,CBAY0033,July 28 2024
KBIMP-_005_C11,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Inland area,69.134216,-104.989923,,,,,,,,,,Sweep net,,,CBAY0033,July 28 2024
KBIMP-_006_D7,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.11926,-105.127426,,,,,,,,,,Sweep net,,,CBAY0032,July 28 2024
KBIMP-_006_D8,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.11926,-105.127426,,,,,,,,,,Sweep net,,,CBAY0032,July 28 2024
KBIMP-_006_D9,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.11926,-105.127426,,,,,,,,,,Sweep net,,,CBAY0032,July 28 2024
KBIMP-_006_D10,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.11926,-105.127426,,,,,,,,,,Sweep net,,,CBAY0032,July 28 2024
KBIMP-_006_D11,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.11926,-105.127426,,,,,,,,,,Sweep net,,,CBAY0032,July 28 2024
KBIMP-_006_D12,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.11926,-105.127426,,,,,,,,,,Sweep net,,,CBAY0032,July 28 2024
KBIMP-_006_E1,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.11926,-105.127426,,,,,,,,,,Sweep net,,,CBAY0032,July 28 2024
KBIMP-_006_E2,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.11926,-105.127426,,,,,,,,,,Sweep net,,,CBAY0032,July 28 2024
KBIMP-_006_E3,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.11926,-105.127426,,,,,,,,,,Sweep net,,,CBAY0032,July 28 2024
KBIMP-_006_E4,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.11926,-105.127426,,,,,,,,,,Sweep net,,,CBAY0032,July 28 2024
KBIMP-_006_E5,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.11926,-105.127426,,,,,,,,,,Sweep net,,,CBAY0032,July 28 2024
KBIMP-_006_E6,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.11926,-105.127426,,,,,,,,,,Sweep net,,,CBAY0032,July 28 2024
KBIMP-_006_E7,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.11926,-105.127426,,,,,,,,,,Sweep net,,,CBAY0032,July 28 2024
KBIMP-_006_E8,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.11926,-105.127426,,,,,,,,,,Sweep net,,,CBAY0032,July 28 2024
KBIMP-_006_E9,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.11926,-105.127426,,,,,,,,,,Sweep net,,,CBAY0032,July 28 2024
KBIMP-_006_E10,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.11926,-105.127426,,,,,,,,,,Sweep net,,,CBAY0032,July 28 2024
KBIMP-_006_E11,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.11926,-105.127426,,,,,,,,,,Sweep net,,,CBAY0032,July 28 2024
KBIMP-_006_E12,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.11926,-105.127426,,,,,,,,,,Sweep net,,,CBAY0032,July 28 2024
KBIMP-_006_F1,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.11926,-105.127426,,,,,,,,,,Sweep net,,,CBAY0032,July 28 2024
KBIMP-_006_F2,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd,69.11926,-105.127426,,,,,,,,,,Sweep net,,,CBAY0032,July 28 2024
KBIMP_002_C10,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Creek South of Pelly Road,69.119246,-105.127423,,,,,,,,,,Surber net,,,CBAY0038,July 29 2024
KBIMP_002_C11,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Creek South of Pelly Road,69.119246,-105.127423,,,,,,,,,,Surber net,,,CBAY0038,July 29 2024
KBIMP_002_C12,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Creek South of Pelly Road,69.119246,-105.127423,,,,,,,,,,Surber net,,,CBAY0038,July 29 2024
KBIMP_002_D1,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Creek South of Pelly Road,69.119246,-105.127423,,,,,,,,,,Surber net,,,CBAY0038,July 29 2024
KBIMP_002_D2,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Creek South of Pelly Road,69.119246,-105.127423,,,,,,,,,,Surber net,,,CBAY0038,July 29 2024
KBIMP_002_D3,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Creek South of Pelly Road,69.119246,-105.127423,,,,,,,,,,Surber net,,,CBAY0038,July 29 2024
KBIMP_002_D4,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Creek South of Pelly Road,69.119246,-105.127423,,,,,,,,,,Surber net,,,CBAY0038,July 29 2024
KBIMP_002_D5,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Creek South of Pelly Road,69.119246,-105.127423,,,,,,,,,,Surber net,,,CBAY0038,July 29 2024
KBIMP_002_D6,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Creek South of Pelly Road,69.119246,-105.127423,,,,,,,,,,Surber net,,,CBAY0038,July 29 2024
KBIMP_002_D7,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Creek South of Pelly Road,69.119246,-105.127423,,,,,,,,,,Surber net,,,CBAY0038,July 29 2024
KBIMP-_005_E8,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Stream into Grenier Lake,69.20535,-104.77646,,,,,,,,,,Malaise Trap,,,CBAY0048,July 21 -July 29 2024
KBIMP-_005_E9,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Stream into Grenier Lake,69.20535,-104.77646,,,,,,,,,,Malaise Trap,,,CBAY0048,July 21 -July 29 2024
KBIMP-_005_E10,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Stream into Grenier Lake,69.20535,-104.77646,,,,,,,,,,Malaise Trap,,,CBAY0048,July 21 -July 29 2024
KBIMP-_005_E11,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Stream into Grenier Lake,69.20535,-104.77646,,,,,,,,,,Malaise Trap,,,CBAY0048,July 21 -July 29 2024
KBIMP-_005_E12,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Stream into Grenier Lake,69.20535,-104.77646,,,,,,,,,,Malaise Trap,,,CBAY0048,July 21 -July 29 2024
KBIMP-_005_F1,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Stream into Grenier Lake,69.20535,-104.77646,,,,,,,,,,Malaise Trap,,,CBAY0048,July 21 -July 29 2024
KBIMP-_005_F2,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Stream into Grenier Lake,69.20535,-104.77646,,,,,,,,,,Malaise Trap,,,CBAY0048,July 21 -July 29 2024
KBIMP-_005_F3,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Stream into Grenier Lake,69.20535,-104.77646,,,,,,,,,,Malaise Trap,,,CBAY0048,July 21 -July 29 2024
KBIMP-_005_F4,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Stream into Grenier Lake,69.20535,-104.77646,,,,,,,,,,Malaise Trap,,,CBAY0048,July 21 -July 29 2024
KBIMP-_005_F5,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Stream into Grenier Lake,69.20535,-104.77646,,,,,,,,,,Malaise Trap,,,CBAY0048,July 21 -July 29 2024
KBIMP-_005_F6,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Stream into Grenier Lake,69.20535,-104.77646,,,,,,,,,,Malaise Trap,,,CBAY0048,July 21 -July 29 2024
KBIMP-_006_A12,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.12861,-104.98722,,,,,,,,,,Malaise Trap,,,CBAY0043,July 21 - July 29 
KBIMP-_006_B1,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.12861,-104.98722,,,,,,,,,,Malaise Trap,,,CBAY0043,July 21 - July 29 
KBIMP-_006_B2,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.12861,-104.98722,,,,,,,,,,Malaise Trap,,,CBAY0043,July 21 - July 29 
KBIMP-_006_B3,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.12861,-104.98722,,,,,,,,,,Malaise Trap,,,CBAY0043,July 21 - July 29 
KBIMP-_006_B4,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.12861,-104.98722,,,,,,,,,,Malaise Trap,,,CBAY0043,July 21 - July 29 
KBIMP-_006_B5,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.12861,-104.98722,,,,,,,,,,Malaise Trap,,,CBAY0043,July 21 - July 29 
KBIMP-_006_B6,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.12861,-104.98722,,,,,,,,,,Malaise Trap,,,CBAY0043,July 21 - July 29 
KBIMP-_006_B7,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.12861,-104.98722,,,,,,,,,,Malaise Trap,,,CBAY0043,July 21 - July 29 
KBIMP-_006_B8,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.12861,-104.98722,,,,,,,,,,Malaise Trap,,,CBAY0043,July 21 - July 29 
KBIMP-_006_B9,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.12861,-104.98722,,,,,,,,,,Malaise Trap,,,CBAY0043,July 21 - July 29 
KBIMP-_006_B10,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.12861,-104.98722,,,,,,,,,,Malaise Trap,,,CBAY0043,July 21 - July 29 
KBIMP-_006_B11,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.12861,-104.98722,,,,,,,,,,Malaise Trap,,,CBAY0043,July 21 - July 29 
KBIMP-_006_B12,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.12861,-104.98722,,,,,,,,,,Malaise Trap,,,CBAY0043,July 21 - July 29 
KBIMP-_006_C1,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.12861,-104.98722,,,,,,,,,,Malaise Trap,,,CBAY0043,July 21 - July 29 
KBIMP-_006_C2,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.12861,-104.98722,,,,,,,,,,Malaise Trap,,,CBAY0043,July 21 - July 29 
KBIMP-_006_C3,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.12861,-104.98722,,,,,,,,,,Malaise Trap,,,CBAY0043,July 21 - July 29 
KBIMP-_006_C4,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.12861,-104.98722,,,,,,,,,,Malaise Trap,,,CBAY0043,July 21 - July 29 
KBIMP-_006_C5,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.12861,-104.98722,,,,,,,,,,Malaise Trap,,,CBAY0043,July 21 - July 29 
KBIMP-_006_C6,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.12861,-104.98722,,,,,,,,,,Malaise Trap,,,CBAY0043,July 21 - July 29 
KBIMP-_006_C7,D. Nowosad,2,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.12861,-104.98722,,,,,,,,,,Malaise Trap,,,CBAY0043,July 21 - July 29 
KBIMP-_007_C6,B. Taptuna ,2,,Nunavut,Kitikmeot,KGLTK,by the creek at 4 mile bay,67 51.0830,115 16.3340,,,,,,,,,,,,,KGLTK0014,July 22-July 30
KBIMP-_007_C7,B. Taptuna ,2,,Nunavut,Kitikmeot,KGLTK,by the creek at 4 mile bay,67 51.0830,115 16.3340,,,,,,,,,,,,,KGLTK0014,July 22-July 30
KBIMP-_007_C8,B. Taptuna ,2,,Nunavut,Kitikmeot,KGLTK,by the creek at 4 mile bay,67 51.0830,115 16.3340,,,,,,,,,,,,,KGLTK0014,July 22-July 30
KBIMP-_007_C9,B. Taptuna ,2,,Nunavut,Kitikmeot,KGLTK,by the creek at 4 mile bay,67 51.0830,115 16.3340,,,,,,,,,,,,,KGLTK0014,July 22-July 30
KBIMP-_007_C10,B. Taptuna ,2,,Nunavut,Kitikmeot,KGLTK,by the creek at 4 mile bay,67 51.0830,115 16.3340,,,,,,,,,,,,,KGLTK0014,July 22-July 30
KBIMP-_007_C11,B. Taptuna ,2,,Nunavut,Kitikmeot,KGLTK,by the creek at 4 mile bay,67 51.0830,115 16.3340,,,,,,,,,,,,,KGLTK0014,July 22-July 30
KBIMP-_007_C12,B. Taptuna ,2,,Nunavut,Kitikmeot,KGLTK,by the creek at 4 mile bay,67 51.0830,115 16.3340,,,,,,,,,,,,,KGLTK0014,July 22-July 30
KBIMP-_007_D1,B. Taptuna ,2,,Nunavut,Kitikmeot,KGLTK,by the creek at 4 mile bay,67 51.0830,115 16.3340,,,,,,,,,,,,,KGLTK0014,July 22-July 30
KBIMP-_007_D2,B. Taptuna ,2,,Nunavut,Kitikmeot,KGLTK,by the creek at 4 mile bay,67 51.0830,115 16.3340,,,,,,,,,,,,,KGLTK0014,July 22-July 30
KBIMP-_007_D3,B. Taptuna ,2,,Nunavut,Kitikmeot,KGLTK,by the creek at 4 mile bay,67 51.0830,115 16.3340,,,,,,,,,,,,,KGLTK0014,July 22-July 30
KBIMP-_007_A3,B. Taptuna ,2,Canada,Nunavut,Kitikmeot,KGLTK,4 mile bay,67 51.0830,115 16.3340,,,,,,,,,,,,,KGLTK0032,30-Jul-25
KBIMP-_007_A4,B. Taptuna ,2,Canada,Nunavut,Kitikmeot,KGLTK,4 mile bay,67 51.0830,115 16.3340,,,,,,,,,,,,,KGLTK0032,30-Jul-25
KBIMP-_007_A5,B. Taptuna ,2,Canada,Nunavut,Kitikmeot,KGLTK,4 mile bay,67 51.0830,115 16.3340,,,,,,,,,,,,,KGLTK0032,30-Jul-25
KBIMP-_007_A6,B. Taptuna ,2,Canada,Nunavut,Kitikmeot,KGLTK,4 mile bay,67 51.0830,115 16.3340,,,,,,,,,,,,,KGLTK0032,30-Jul-25
KBIMP-_007_A7,B. Taptuna ,2,Canada,Nunavut,Kitikmeot,KGLTK,4 mile bay,67 51.0830,115 16.3340,,,,,,,,,,,,,KGLTK0032,30-Jul-25
KBIMP-_007_A8,B. Taptuna ,2,Canada,Nunavut,Kitikmeot,KGLTK,4 mile bay,67 51.0830,115 16.3340,,,,,,,,,,,,,KGLTK0032,30-Jul-25
KBIMP-_007_A9,B. Taptuna ,2,Canada,Nunavut,Kitikmeot,KGLTK,4 mile bay,67 51.0830,115 16.3340,,,,,,,,,,,,,KGLTK0032,30-Jul-25
